date,baseline_nav,optimized_nav,optimized_def_nav
2025-10-13,5.103211,70.442800,35.298885
2025-10-14,5.149375,70.374558,35.271473
2025-10-20,5.163164,69.518876,34.928252
2025-10-27,5.514798,74.434971,36.904647
2025-11-03,5.142365,62.704944,32.298819
2025-11-10,4.735975,54.537502,28.970430
2025-11-17,4.511317,50.296267,27.168106
2025-11-24,4.769905,55.645373,29.482144
2025-12-01,4.989197,53.111257,28.413939
2025-12-08,5.073149,53.473765,28.570750
2025-12-15,5.052812,53.549512,28.598858
2025-12-22,5.063525,53.926562,28.759606
2025-12-29,5.155236,58.288950,30.620151
2026-01-05,5.206931,63.780911,32.940338
2026-01-12,5.385977,79.088870,39.202628
2026-01-20,5.324999,79.376897,39.327830
2026-01-26,5.228200,77.616381,38.636867
2026-02-02,5.301431,72.369698,36.566511
2026-02-09,5.183097,68.539245,35.022901
2026-02-17,5.259496,72.773067,36.752017
2026-02-23,5.085640,72.810723,36.782359
2026-03-02,4.877048,67.184486,34.487792
2026-03-09,5.011378,69.316769,35.358471
2026-03-16,4.907937,70.796428,35.925425
2026-03-23,4.906171,68.252423,34.897364
2026-03-30,5.013880,68.661357,35.077875
2026-04-06,5.131391,75.313199,37.798100
2026-04-13,5.259793,76.162642,38.135545
2026-04-20,5.421355,81.289331,40.189577
2026-04-27,5.349642,86.804230,42.362028
2026-05-04,6.078366,108.541380,50.826466
2026-05-11,6.142111,100.639532,47.865853
2026-05-18,6.508539,107.890033,50.625161
2026-05-26,6.849233,119.288988,54.904978
2026-06-01,6.464844,102.202818,48.630584
2026-06-08,6.896132,119.469978,55.204767
2026-06-15,7.271133,135.191852,60.998476
2026-06-22,6.866652,160.394965,70.011704
2026-06-29,6.808271,145.123136,64.693254
2026-07-06,6.579103,135.893330,61.398815
2026-07-13,5.846550,120.366968,55.795343
2026-07-20,5.890997,123.186600,56.840579
