,BTC,ETH,OKB,AAVE,ADA,APT,AVAX,DOT,FIL,LINK,POL,RENDER,SOL,GRAM,TRX,UNI,ZEC,BNB,XLM,LTC,XRP,GLM,BCH,RAY,PENDLE,ETHFI,HYPE
2019-11-29,7510.11,150.44,2.6957,,0.03872,,,,,2.0528,0.0415,,,,0.01461,,29.25,15.6121,0.0558,45.56,0.22909,,212.58,,,,
2019-12-06,7118.59,142.46,2.5754,,0.03649,,,,,2.0708,0.01422,,,,0.01395,,32.89,14.3949,0.05097,43.44,0.21735,,206.88,,,,
2019-12-13,7501.44,132.09,2.5157,,0.03436,,,,,1.9181,0.01614,,,,0.01489,,29.09,13.7798,0.04723,41.82,0.19649,,196.27,,,,
2019-12-20,7388.24,134.36,2.6307,,0.03412,,,,,1.8976,0.01474,,,,0.0137,,29.14,14.104,0.04619,43.08,0.19653,,212.34,,,,
2019-12-27,7358.75,135.37,2.6841,,0.0346,,,,,1.7957,0.01483,,,,0.01353,,30.81,14.0532,0.04544,43.3,0.19453,,222.79,,,,
2020-01-03,8184.98,146.54,2.916,,0.03792,,,,,2.2383,0.01496,,,,0.01503,,35.52,15.3366,0.04905,51.43,0.21539,,270.77,,,,
2020-01-10,8701.7,166.79,2.9647,,0.042,,,,,2.6212,0.01643,,,,0.01665,,51.56,17.388,0.06004,57.6,0.23558,,339.61,,,,
2020-01-17,8615,167.86,2.8326,,0.04477,,,,,2.5764,0.01645,,,,0.01684,,53.65,17.499,0.05841,56.24,0.23131,,348.24,,,,
2020-01-24,9331.51,188.44,3.3113,,0.0557,,,,,2.8267,0.01903,,,,0.01909,,66.36,18.4333,0.06345,69.93,0.25093,,377.34,,,,
2020-01-31,10151.75,228.49,3.943,,0.06188,,,,,3.4945,0.02197,,,,0.02206,,71.33,24.38,0.07327,77,0.28257,,449.72,,,,
2020-02-07,9917.27,258.85,6.658,,0.06146,,,,,4.4566,0.02011,,,,0.02223,,60,23.3193,0.07437,74.67,0.29224,,411.68,,,,
2020-02-14,9936.4,274.48,6.365,,0.06145,,,,,4.2365,0.02229,,,,0.02133,,63.32,22.8452,0.07299,79.52,0.28298,,401.57,,,,
2020-02-21,8531.88,217.81,5.558,,0.04561,,,,,3.859,0.01935,,,,0.01643,,49.1,18.902,0.05582,57.7,0.22696,,311.9,,,,
2020-02-28,8033.31,199.43,4.925,,0.04291,,,,,4.0537,0.02143,,,,0.01465,,42.83,16.894,0.04969,51,0.20385,,272.77,,,,
2020-03-06,5361.3,123.78,3.686,,0.02693,,,,,2.0884,0.00986,,,,0.01026,,25.68,10.3898,0.03786,36.38,0.15308,,178.2,,,,
2020-03-13,5816.19,122.32,4.095,,0.02703,,,,,1.9898,0.01005,,,,0.0103,,29.49,11.167,0.03679,35.4,0.14776,,202.73,,,,
2020-03-20,5881.42,124.5,4.077,,0.02806,,,,,2.0083,0.01001,,,,0.01066,,28.22,11.3008,0.03773,37.11,0.16278,,205.54,,,,
2020-03-27,6772.78,142.68,4.62,,0.0319,,,,,2.2635,0.01142,,,,0.01257,,32.52,13.6888,0.0435,40.31,0.17925,,230.99,,,,
2020-04-03,6903.79,158.59,4.653,,0.03347,,,,,3.4189,0.01222,,,,0.01266,,36.38,14.2808,0.04895,42,0.18939,,233.09,,,,
2020-04-10,7120.74,180.03,4.71,,0.03549,,,,,3.5902,0.01287,,,,0.0129,,46.44,16.0683,0.0488,42.23,0.18901,,231.27,,,,
2020-04-17,7693.1,197.38,4.849,,0.04593,,,,,3.721,0.01563,,,,0.01426,,44.59,16.3588,0.06188,44.52,0.19618,,246.36,,,,
2020-04-24,8894.16,209.86,5.303,,0.04898,,,,,3.7092,0.01711,,,,0.01599,,44.78,17.1071,0.073,48.05,0.21936,,251.65,,,,
2020-05-01,8722.77,187.54,4.79,,0.04755,,,,,3.7582,0.01533,,,,0.01426,,40.9,15.3506,0.06405,42.06,0.19702,,232.56,,,,
2020-05-08,9680.04,207,5.274,,0.05129,,,,,3.7815,0.02025,,,,0.015,,46.25,16.2959,0.06873,43.71,0.20131,,240.73,,,,
2020-05-15,8720.34,199.9,5.014,,0.05125,,,,,3.7917,0.01927,,,,0.01421,,45,15.9624,0.0639,42.08,0.19256,,223,,,,
2020-05-22,9448.27,231.57,5.217,,0.0739,,,,,4.131,0.02048,,,,0.01582,,51.51,17.0916,0.0705,45.61,0.20245,,238.69,,,,
2020-05-29,9746.99,244.56,5.342,,0.08657,,,,,4.3465,0.02031,,,,0.0182,,52.21,17.4135,0.0788,46.63,0.20329,,253.56,,,,
2020-06-05,9342.1,231.77,5.126,,0.07642,,,,,3.9371,0.02056,,,,0.01616,,51.1,16.5729,0.07077,44.05,0.19022,,237.48,,,,
2020-06-12,9294.69,228.04,4.784,,0.07841,,,,,4.1812,0.02137,,,,0.01582,,50.51,15.9775,0.0685,43,0.18602,,230.31,,,,
2020-06-19,9116.35,224.93,5.066,,0.08028,,,,,4.5668,0.02003,,,,0.01577,,51.81,15.3782,0.06424,41.37,0.17693,,222.67,,,,
2020-06-26,9069.41,227.56,4.793,,0.09813,,,,,4.7439,0.01908,,,,0.01688,,51.16,15.4885,0.06717,41.58,0.17695,,222.23,,,,
2020-07-03,9302.75,242.79,4.99,,0.12685,,,,,7.3345,0.02122,,,,0.01818,,58.65,18.2994,0.09532,44.7,0.20128,,237.42,,,,
2020-07-10,9208.99,239.11,5.126,,0.12402,,,,,8.0784,0.02126,,,,0.01753,,58.38,18.0154,0.1001,42.64,0.19956,,227.73,,,,
2020-07-17,9931.54,311,5.644,,0.14849,,,,,7.5022,0.02072,,,,0.01852,,66.15,19.5557,0.09902,48.1,0.21532,,247.45,,,,
2020-07-24,11071.35,372.42,5.739,,0.13375,,,,,8.2814,0.02002,,,,0.01907,,84.31,20.9898,0.10251,56.77,0.28803,,284.1,,,,
2020-07-31,11681.68,390.14,5.799,,0.14512,,,,,13.8104,0.02268,,,,0.02045,,92.01,22.422,0.10505,56.96,0.2879,,299.94,,,,
2020-08-07,11911,433.62,5.977,,0.13882,,,,,18.8061,0.03014,,3.3885,,0.02824,,85.3,23.529,0.11517,63.87,0.30455,,308.23,,,,
2020-08-14,11648.13,390.71,5.266,,0.12141,,,3.9779,,15.1428,0.0253,,3.25,,0.02435,,84.36,21.8555,0.10293,60.55,0.2848,,284.67,,,,
2020-08-21,11711.16,428.94,5.471,,0.11747,,,5.8912,,16.4788,0.02718,,4.4309,,0.02696,,81.11,23.6208,0.09821,62.89,0.28302,,279.39,,,,
2020-08-28,10256.2,352.8,5.197,,0.0926,,,4.784,,12.8044,0.01868,,3.0941,,0.03142,,58.92,23.142,0.07742,47.92,0.23986,,227.67,,,,
2020-09-04,10332.83,366.42,6.312,,0.09507,,,5.3213,,12.067,0.01976,,3.2603,,0.03065,,62.54,31.1656,0.08001,48.15,0.24218,,222.1,,,,
2020-09-11,10920.28,371.04,6.108,,0.08936,,,4.6518,,9.7357,0.02188,,2.8628,,0.02694,5.223,57.6,26.316,0.07693,47.09,0.24652,,226.24,,,,
2020-09-18,10774.25,357.49,6.189,,0.1013,,4.6484,4.2962,,10.7939,0.01875,,3.1578,,0.02659,4.8458,55.55,26.251,0.07335,46.05,0.24334,,229.33,,,,
2020-09-25,10666.63,352.37,6.127,,0.09686,,3.964,4.177,,9.3922,0.01858,,2.5202,,0.02644,3.7262,63.12,28.9668,0.0729,46.69,0.24794,,220.89,,,,
2020-10-02,11369.02,374.16,6.102,,0.10648,,4.096,4.245,,10.8515,0.0178,,2.4227,,0.02656,3.3626,72.46,28.5271,0.07713,50.48,0.25544,,238.97,,,,
2020-10-09,11503.14,378.11,4.664,40.75,0.10735,,4.1195,4.1068,32.4049,10.9409,0.01688,,2.215,,0.02594,3.2811,64.42,30.6593,0.07942,47.54,0.24221,,249.32,,,,
2020-10-16,13028.83,405.86,4.61,37.895,0.10639,,4.1479,4.331,38.6663,12.1481,0.01727,,1.7926,,0.02699,2.7726,62.77,30.128,0.08304,58.84,0.25313,,271.11,,,,
2020-10-23,13761.5,396.67,4.545,30.757,0.09827,,3.6814,4.2211,31.6076,11.5722,0.01414,,1.608,,0.02574,2.3765,58.17,28.5318,0.07861,55.6,0.23999,,268.03,,,,
2020-10-30,15475.1,454.3,4.679,53.931,0.10655,,3.4754,4.3736,30.7588,12.71,0.0157,,2.1558,,0.02535,2.8653,60.61,28.4101,0.0815,61.02,0.25374,,270.8,,,,
2020-11-06,15957,448.08,4.68,64.256,0.10046,,3.5453,4.3664,27.7306,12.1192,0.01641,,2.0407,,0.02533,3.8458,61.16,27.6786,0.08009,62.28,0.26954,,240.43,,,,
2020-11-13,18414.43,560.03,6.122,68.811,0.14599,,3.8892,5.524,28.9382,14.5098,0.01913,,2.1514,,0.02875,3.6763,68.79,30.0226,0.10426,82.87,0.44611,,288.91,,,,
2020-11-20,18184.99,576.3,5.278,68.886,0.16663,,3.7013,5.192,30.0018,13.38,0.01888,,1.9153,,0.03072,3.5514,75.06,30.1045,0.19423,78.91,0.60543,,285.04,,,,
2020-11-27,19359.4,601.54,5.084,87.838,0.15873,,3.6055,5.1268,29.3247,13.5057,0.01956,,1.8505,,0.03091,3.6482,74.61,29.5026,0.17593,83.55,0.62107,,286.24,,,,
2020-12-04,19174.99,590.7,5.558,83.929,0.15406,,3.3405,4.8957,29.99,12.9392,0.01817,,1.5701,,0.02921,3.344,68.25,29.1571,0.1761,82.28,0.51365,,276.02,,,,
2020-12-11,23455.52,638.18,6.012,85.629,0.16201,,3.304,5.1868,28.3891,13.0604,0.01918,,1.5635,,0.03122,3.7617,73.69,34.3148,0.17666,114.58,0.55586,,349.21,,,,
2020-12-18,26281.66,685.11,6.594,76.751,0.15467,,2.9026,5.1455,22.236,12.1541,0.01832,,1.3037,,0.02889,3.5965,66.97,33.674,0.14527,127.88,0.28407,,338.1,,,,
2020-12-25,33000.05,978.28,7.764,93.778,0.20615,,3.4691,10.1307,21.4253,13.6814,0.01997,,2.1779,,0.02949,5.5155,59.35,41.2575,0.13653,161.24,0.2254,,423.61,,,,
2021-01-01,38150.02,1254.25,7.604,127.007,0.30153,,6.5416,9.2911,23.4251,16.206,0.03024,,3.449,,0.03275,5.9802,96.37,42.4031,0.2845,170.07,0.31491,,599.98,,,,
2021-01-08,35828.61,1232.45,6.32,186.323,0.38081,,13.1746,17.0832,24.3442,23.2819,0.03416,,3.8268,,0.0302,8.689,102.25,45.8675,0.3038,142.8,0.27746,,479.37,,,,
2021-01-15,32259.9,1392.51,5.919,264.401,0.35345,,12.4801,17.9745,22.7027,24.7935,0.0331,,3.6278,,0.02999,12.0505,90,41.8263,0.27138,141.01,0.27339,,439.52,,,,
2021-01-22,33092.98,1312.55,5.69,299.601,0.34475,,13.4704,16.1128,22.2488,22.5613,0.03831,,4.2525,,0.03154,17.7246,85.65,44.3292,0.30704,129.36,0.49507,,399.3,,,,
2021-01-29,38795.69,1611.62,6.437,472.907,0.66109,,23.705,19.7345,24.0475,24.7254,0.06646,,6.6976,,0.03597,18.6592,92.3,68.3542,0.3854,150.76,0.41849,,444.8,,,,
2021-02-05,48577.79,1800.42,8.848,468.525,0.84364,,39.1711,26.8724,47.125,33.1565,0.10002,,8.7158,,0.05519,20.8245,156.33,135.8623,0.51591,213.49,0.59211,,720.44,,,,
2021-02-12,57408.57,1933.53,21.856,436.965,1.09894,,36.1855,39.5863,44.6468,34.0915,0.16231,,11.0753,,0.05935,28.7763,161.87,295.2597,0.49601,227.13,0.54468,,706.28,,,,
2021-02-19,45135.66,1419.18,14.984,354.155,1.31203,,23.9566,33.8,35.9652,24.7016,0.2329,,13.0887,,0.04562,22.2098,111.31,210.2138,0.40587,165.22,0.41565,,460.12,,,,
2021-02-26,50971.75,1726.16,17.122,414.89,1.13042,,26.6863,35.095,41.3943,28.5932,0.21235,,13.8174,,0.05173,34.2651,130.08,240.11,0.41265,190.75,0.46558,,516.56,,,,
2021-03-05,58968.31,1848.1,15.703,380.669,1.05243,,28.8423,36.4427,53.8001,28.5469,0.38043,,14.4605,,0.05105,30.6509,143.18,263.238,0.38831,213.94,0.43905,,552.02,,,,
2021-03-12,57351.56,1782.98,14.155,367.339,1.18561,,32.8117,36.6851,80.651,29.2097,0.38016,,14.3372,,0.06337,32.9395,148.18,264.6513,0.40347,195.31,0.51651,,523.59,,,,
2021-03-19,55777.63,1687.01,13.587,347.721,1.18983,,28.7167,32.2331,125.2637,26.6588,0.34624,,18.0645,,0.06362,27.8685,144.87,268.4263,0.39755,184.24,0.54552,,497.04,,,,
2021-03-26,58202.01,2075.69,16.562,403.4,1.18206,,29.1573,44.3135,182.7438,30.7471,0.36072,,23.7755,,0.12761,30.9131,187.14,348.8617,0.42851,202.21,0.635,,560.78,,,,
2021-04-02,60002.43,2151.36,21.219,372.026,1.26355,,31.5976,41.3196,179.0979,33.8811,0.3692,,27.8517,,0.12214,29.9063,222.31,525.9275,0.5844,252.31,1.35118,,689.65,,,,
2021-04-09,56150.01,2235.64,16.32,381.498,1.27693,,29.3348,37.363,156.3278,39.0799,0.36329,,32.3358,,0.14302,31.6225,260.05,481.4367,0.54459,273.36,1.40797,,972.51,,,,
2021-04-16,49066.77,2320.49,16.877,348.53,1.0913,,21.624,29.83,134.04,31.692,0.38426,,47.405,,0.10176,34.352,202.31,505,0.4162,223.88,1.0351,,758.87,,,,
2021-04-23,56578.21,2949.56,36.742,482.41,1.3267,,31.28,36.626,162.46,39.461,0.82132,,46.897,,0.12759,42.62,243.3,621.78,0.55601,268.88,1.5605,,972.25,,,,
2021-04-30,58240.84,3923.95,31.222,459.51,1.7663,,38.969,40.3,146.5,52.269,0.96945,,44.33,,0.14295,39.43,305.4,661.74,0.62804,387.8,1.5345,,1427.8,,,,
2021-05-07,46431.5,3582.1,31.784,527.88,2.3002,,36.6,42.436,107.81,40.67,1.72443,,46.85,,0.11964,36.598,262.4,564.32,0.71027,295.89,1.4496,,1166.69,,,,
2021-05-14,34655.25,2096.39,11.071,293.31,1.3139,,15.606,17.912,64.88,19.844,1.0731,,24.536,,0.06285,16.709,114.32,260.72,0.362,142.39,0.7898,,552.37,,,,
2021-05-21,35641.27,2385.98,12.864,324.38,1.5751,,16.518,20.465,68.34,26.818,1.86437,,28.588,,0.07196,25.716,149.84,325.57,0.37466,170.51,0.9058,,661.66,,,,
2021-05-28,35796.31,2711.92,16.211,365.48,1.6771,,17.383,24.184,86.99,27.532,1.58189,,42.205,,0.07745,25.861,149.63,393.73,0.38053,176.41,0.947,,656.1,,,,
2021-06-04,39020.57,2509.33,13.329,316.27,1.5566,,14.761,22.04,73.13,23.312,1.46641,,38.706,,0.07153,23.255,133.06,365.8,0.34486,170.85,0.8832,,613.46,,,,
2021-06-11,35600.16,2243.47,12.201,272.67,1.4263,,13.917,20.617,63.2,21.646,1.39814,,35.257,,0.06768,20.704,131.81,339.08,0.29739,154.88,0.7741,,556.16,,,,
2021-06-18,34700.34,1982.28,9.695,202.87,1.338,,10.941,15.01,56.2,18.406,1.11376,,31.897,,0.06479,17.097,107.71,290.87,0.25979,132.6,0.6484,,477.79,,,,
2021-06-25,35286.51,2322.69,10.773,277,1.4615,,12.345,15.975,58.72,19.242,1.14733,,34.28,,0.06736,20.757,120.25,307.62,0.26814,144.95,0.696,,526.73,,,,
2021-07-02,34258.99,2140.45,9.826,305.09,1.3485,,12.433,15.495,55.12,18.383,1.04231,,32.182,,0.06184,20.7,110.84,322.16,0.24595,134.28,0.6364,,498.11,,,,
2021-07-09,31778.56,1891.64,10.819,253.68,1.1813,,10.69,12.647,46.83,15.47,0.7937,,26.673,,0.05592,16.305,93.95,302.1,0.22977,119.17,0.5866,,437.92,,,,
2021-07-16,35381.02,2189.79,13.731,288.07,1.2284,,11.247,13.734,49.01,16.746,0.9391,,28.248,,0.05791,18.285,100.44,302.56,0.26172,127.68,0.6069,,454.99,,,,
2021-07-23,39845.44,2555.69,19.666,316.38,1.3142,,12.853,18.418,53.85,22.062,1.04943,,34.165,,0.0632,21.979,115.53,332.59,0.27504,140.31,0.7242,,526.26,,,,
2021-07-30,43794.37,3011.85,22.81,360.72,1.4255,,14.826,19.65,64.48,23.029,1.08129,,37.65,,0.07192,26.722,123.48,341.79,0.28716,149.69,0.7788,,555.56,,,,
2021-08-06,46973.82,3307.09,22.135,410.27,2.1667,,18.762,23.15,73.06,27.901,1.46666,,53.531,,0.09295,30.239,154.82,414.05,0.39079,184.6,1.2839,,703.42,5.816,,,
2021-08-13,49239.22,3238,21.177,400.98,2.7049,,43.663,27.685,77.17,27.982,1.62299,,72.775,,0.08795,28.4,160.54,448.68,0.37232,185.91,1.226,,672.29,7.159,,,
2021-08-20,48767.83,3223.47,20.225,364.1,2.851,,47.39,25.7,73.63,25.76,1.418,,94.23,,0.08847,26.78,148.3,479.7,0.3431,174.3,1.1408,,659,11.499,,,
2021-08-27,51756.88,3950.29,23.2,416.8,2.91,,48.15,34.42,113.65,33.55,1.68,,142,,0.10519,29.37,172.8,504.8,0.3976,232.2,1.3076,,764.5,12.46,,,
2021-09-03,46025.24,3404.21,18.673,333.3,2.581,,59.22,35.79,83.63,29.42,1.328,,174.29,,0.11241,23.74,131.3,416.3,0.3326,183,1.1181,,646.5,16.484,,,
2021-09-10,47241.75,3328.62,18.502,340,2.283,,70.07,33.85,83.53,27.36,1.315,,152.76,,0.10369,23.87,133.6,408.6,0.3134,175.6,1.0483,,608.7,12,,,
2021-09-17,43160.9,3059.37,13.501,293.3,2.207,,66.77,28.84,55.77,24.6,1.123,,135.64,,0.08769,24.04,111.2,344,0.276,150.7,0.9436,,503.2,9.687,,,
2021-09-24,48200.01,3417.73,17.98,310.6,2.251,,68.69,32.11,69.11,27.57,1.326,,172.98,,0.09494,26,118.7,430.5,0.3148,170.5,1.0552,,571,11.544,,,
2021-10-01,54659,3414.22,17.593,287.9,2.189,,56.51,34.43,69.81,25.56,1.244,,147.55,,0.09747,24.17,119.5,404.1,0.3311,174.8,1.1352,,584.7,9.568,,,
2021-10-08,61528.33,3846.85,16.175,304.4,2.158,,56.1,42.12,63.86,26.54,1.457,,160.12,,0.0987,25.91,137.7,470.9,0.3834,183.7,1.0944,,612.5,9.546,,,
2021-10-15,60852.22,4082.33,25.181,307.8,2.12,,64.53,42.31,62.59,29.7,1.571,,202.14,,0.09913,25.79,173,475.8,0.3723,190.4,1.0821,,617.2,10.228,,,
2021-10-22,61299.8,4287.21,20.445,314.2,1.964,,64.5,42.77,64.4,30,1.939,,202.49,,0.10152,24.98,167,524.6,0.3725,191.9,1.1128,,596.9,10.605,0.75897,,
2021-10-29,63273.59,4612.59,28.476,319.9,2.021,,87.57,52.22,62.56,32.34,1.886,,249.68,,0.1045,25.33,164.1,649.6,0.3636,202,1.2198,,600.4,12.662,0.70168,,
2021-11-05,65519.1,4626.5,26.709,315.1,2.04,,95.4,46.39,62.55,33.75,1.728,,238.64,,0.117,24.57,201.8,650.8,0.3773,279.3,1.1879,,679.5,11.208,0.73639,,
2021-11-12,58622.02,4258.31,24.97,266.4,1.835,,128.47,41.94,53.15,28.98,1.598,,230.51,,0.10643,21.62,229.4,584,0.3434,221.1,1.0569,,574.4,10.283,0.6317,,
2021-11-19,57274.88,4294.78,22.51,238.6,1.594,,110.42,35.76,56.46,24.76,1.652,6.948,200.69,,0.09518,20.12,241.2,611.3,0.3236,199.5,0.9687,,568.7,9.977,0.4458,,
2021-11-26,49396.33,4196.44,22.74,191.6,1.378,,86.35,28.31,39.1,19.48,2.051,4.853,196.43,,0.08432,16.53,182.6,557.8,0.279,156.3,0.8045,,453,8.997,0.36039,,
2021-12-03,50053.9,4130,26.982,179.9,1.346,,88,29.54,39.67,20.41,2.084,4.963,172.8,,0.09101,16,169.6,570.3,0.2756,159,0.8393,,458,8.004,0.29576,,
2021-12-10,46681.23,3924.14,31.955,183.3,1.243,,107.61,24.78,35.79,18.86,2.222,4.688,179.93,,0.07944,14.97,157.8,529.8,0.2533,153.2,0.835,,432.8,7.197,0.30707,,
2021-12-17,50775.49,4063.56,30.748,267.8,1.455,,115.02,31.32,37.28,22.98,2.876,5.422,197.81,,0.08149,18.66,167.5,546.4,0.2914,155.7,0.92,,451.6,7.604,0.27869,,
2021-12-24,47286.18,3828.27,29.275,265.3,1.377,,113.03,29.69,35.74,21.87,2.55,4.572,176.35,,0.07762,18.4,153,531,0.2921,151.2,0.8586,,447.7,6.881,0.33209,,
2021-12-31,41864.62,3151.97,23.836,209.5,1.17,,89.33,24.63,30.21,27.54,2.114,3.763,140.82,,0.06611,15.8,144.1,438.7,0.2609,130.9,0.753,,376.8,5.357,0.46978,,
2022-01-07,43071.66,3346.88,27.095,242.5,1.41,,92.24,27.7,30.38,25.5,2.332,3.598,147.98,,0.06988,17.83,141.2,498.6,0.2589,146.4,0.7784,,388.1,5.407,0.44779,,
2022-01-14,36244.55,2539.01,20.427,158.4,1.124,,64.83,18.81,19.49,16.64,1.617,2.25,99.78,,0.05752,11.42,97.5,383.9,0.2009,112.3,0.6283,,302.5,3.753,0.29596,,
2022-01-21,37881.76,2601.68,21.145,148.9,1.035,,67.96,18.15,19.82,17.77,1.604,3.077,93.29,,0.05863,10.79,93.1,377.2,0.1952,108.6,0.6013,,290,3.749,0.24769,,
2022-01-28,42380.87,3054.99,21.885,173.5,1.143,,78.93,21.91,22.45,18.07,1.738,3.573,115.28,,0.06617,11.67,124.3,419.9,0.2238,127.6,0.6825,,324.7,3.922,0.27871,,
2022-02-04,42053.66,2871.13,21.291,158.1,1.042,,77.91,18.73,20.57,15.6,1.659,2.566,92.85,,0.06427,10.33,117,397.9,0.2104,125.6,0.8057,,333.6,3.488,0.27129,,
2022-02-11,38386.89,2621.99,18.865,137.6,0.931,,77.37,16.91,19.79,14.6,1.512,2.463,90.72,,0.06199,9.35,107.9,380.6,0.1945,110.6,0.7769,,302.6,2.864,0.23134,,
2022-02-18,37699.07,2616.79,17.511,131.6,0.856,,75.07,17.5,20.36,13.64,1.453,2.382,85.63,,0.05807,9.77,102.6,360.1,0.181,102.9,0.7215,,304,2.434,0.18997,,
2022-02-25,38420.81,2551.29,17.714,116.7,0.823,,72.51,16.99,18.45,13.32,1.435,2.53,84.57,,0.05889,8.48,107.4,375,0.1728,101.1,0.7251,,282,2.494,0.15929,,
2022-03-04,37777.34,2515.65,17.842,115.7,0.786,,67.94,17.22,17.24,12.7,1.36,2.26,78.73,,0.05931,8.19,154.8,361.4,0.1763,101.7,0.7602,,279.7,2.286,0.12803,,
2022-03-11,41262.11,2861.38,19.836,152.6,0.879,,84.84,18.65,17.64,14.54,1.465,2.603,88.62,,0.06156,9.32,173.8,390.8,0.1972,114.9,0.8057,,327.4,2.701,0.15855,,
2022-03-18,46827.76,3295.65,22.478,169.2,1.184,,89.88,22.46,23.7,16.87,1.695,2.798,107.04,,0.06899,11.41,210.3,430.5,0.2297,129.7,0.858,,376.6,3.181,0.16516,,
2022-03-25,46407.35,3521.91,20.817,243,1.186,,98.05,23.21,25.43,18.08,1.688,3.058,136.9,,0.07312,11.87,179.7,450.4,0.237,128.7,0.8432,,378.6,3.661,0.22741,,
2022-04-01,42158.85,3203.04,19.564,176.3,1.027,,81.01,19.22,21.02,15.24,1.427,2.462,111.07,,0.06238,9.88,161.1,418.1,0.2004,110.3,0.7543,,319.8,2.887,0.1753,,
2022-04-08,39678.12,2988.06,20.376,166.7,0.914,,75.42,17.74,19.7,13.73,1.337,2.008,100.15,,0.06009,9.24,137.4,406.6,0.1965,108.8,0.7519,,328.1,2.635,0.14885,,
2022-04-15,39450.13,2921,20.298,166.4,0.886,,71.51,18.17,18.91,13.26,1.343,1.773,99.23,,0.06567,8.71,160.8,398.8,0.1896,104.6,0.6981,,307.7,2.678,0.13675,,
2022-04-22,38468.35,2824.81,18.183,146.5,0.7895,,58.77,15.36,15.12,11.31,1.099,1.597,89.68,,0.07079,7.12,124.2,389.9,0.1757,99.3,0.607,,284,2.218,0.09522,,
2022-04-29,34038.4,2519.71,16.483,125.9,0.7403,,51.62,13.25,13.1,10,0.977,1.297,75.38,,0.08794,7.09,114.1,355.9,0.1616,93.9,0.5662,,261.7,1.86,0.08351,,
2022-05-06,31328.89,2145.29,12.515,92.1,0.5981,,36.57,11.81,9.16,7.96,0.742,0.948,58.83,,0.0724,5.46,112.4,312.4,0.1453,71.6,0.4481,,214.9,1.352,0.06142,,
2022-05-13,30293.94,2043.19,12.267,94.1,0.5416,,31.71,10.16,8.45,7.33,0.676,0.901,52.48,,0.07815,5.48,106.8,319.4,0.1355,71.7,0.4218,,197.9,1.092,0.05083,,
2022-05-20,29468.1,1813.64,11.474,95.5,0.482,,26.16,9.98,7.62,6.71,0.6,0.714,44.98,,0.08055,4.95,92.4,305.8,0.1311,63.6,0.3891,,185.2,0.952,0.04818,,
2022-05-27,29919.21,1806.23,11.468,103.7,0.5674,,24.18,9.35,7.36,7.64,0.598,0.718,38.52,,0.08151,5.09,89.4,299.1,0.1435,63.2,0.3953,,179.9,0.883,0.05037,,
2022-06-03,26574.53,1434.84,11.814,70.3,0.4904,,17.29,7.41,5.68,6.27,0.497,0.51,30.61,,0.07618,4.06,79.1,254.8,0.1185,47.9,0.3433,,146,0.735,0.04633,,
2022-06-10,20574,1128.53,10.269,54.1,0.4848,,16.16,7.53,5.49,6.6,0.384,0.43,34.19,,0.06132,4.19,67.5,215.1,0.1148,54.29,0.3264,,120.6,0.7,0.04101,,
2022-06-17,21038.07,1197.79,12.835,65.5,0.4899,,19.73,7.84,5.82,6.7,0.559,0.48,39.39,,0.06504,5.6,63.7,233.9,0.1203,56.61,0.3592,,112.9,0.72,0.04293,,
2022-06-24,19315.83,1074.26,12.158,57.7,0.4561,,16.65,6.85,5.3,6.22,0.4621,0.511,33.39,,0.06628,4.91,54.5,219.2,0.1091,50.95,0.3215,,105.7,0.678,0.04166,,
2022-07-01,20862.47,1168.36,12.603,77.8,0.4624,,19.16,6.86,5.49,6.2,0.5717,0.501,36.71,,0.06763,6.23,59.8,234.7,0.1075,52.12,0.3255,,106.8,0.77,0.04575,,
2022-07-08,20798.16,1338.65,13.258,88.2,0.4478,,20.63,6.92,5.68,6.347,0.7529,0.514,38.62,,0.06744,6.94,59.5,247.8,0.1066,55.76,0.3433,,110.3,0.896,0.04858,,
2022-07-15,22579.68,1597.7,15.319,90.6,0.512,,23.79,7.4,5.64,7.094,0.8795,0.605,40.93,,0.06683,7.24,59,261.4,0.1132,58.39,0.3586,,131.9,0.844,0.05424,,
2022-07-22,23293.32,1678.12,18.582,97.6,0.5161,,23.72,8.62,9.77,7.651,0.9279,0.726,42.35,,0.06886,8.32,64.5,283.4,0.1176,59.74,0.3792,,139.3,0.858,0.05992,,
2022-07-29,23174.39,1700.19,18.197,101.3,0.5276,,27.9,8.65,8.8,8.343,0.907,0.744,40.6,,0.06962,8.79,70.3,322.8,0.1239,61.1,0.3722,,141,0.85,0.05848,,
2022-08-05,24305.24,1935.31,22.059,107.5,0.5695,,28.18,8.96,8.23,8.765,1.0005,0.722,44.87,,0.07036,8.87,73.8,317.6,0.1257,63.14,0.3757,,139.5,0.854,0.06081,,
2022-08-12,21515.61,1618.13,17.974,86,0.4626,,22.97,7.44,6.41,7.082,0.8205,0.606,36.47,,0.0659,7.21,64.7,301.9,0.111,55.67,0.3449,,119.7,0.712,0.05392,,
2022-08-19,19555.61,1426.76,15.859,78.6,0.4293,,18.53,6.86,5.63,6.255,0.7824,0.506,30.44,,0.06141,5.74,61.2,276.5,0.1027,53.41,0.3224,,112.6,0.63,0.05202,,
2022-08-26,20000.3,1579.28,15.408,88.8,0.5035,,19.01,7.37,6.27,7.156,0.8951,0.517,32.16,,0.06351,6.48,63.9,279.1,0.1064,60.9,0.3317,,118.3,0.675,0.06509,,
