组合,γ*预测%,实际超额pp,再平衡x,死拿x,平均相关性,平均波动%,赢家集中度,MDD,年数
"['LQD', 'CDNS', 'MSTR', 'MARA']",22.572059389949775,-2.7067537118660834,8.833340556152654,12.307198891231934,0.33572208947027055,61.40649409224422,5.140879699703194,-0.4078097881520468,14.416666666666666
"['SQM', 'MARA', '2899_HK_ZIJIN', 'AMD_US']",22.993100220775453,-2.7495735341090066,20.01839771379514,27.525413555737007,0.1957111259146526,68.00391341243456,8.791434278566175,-0.5335457264887823,14.416666666666666
"['DBB', 'SMCI', 'SLB', 'MARA']",22.82801670721827,-3.1119478237474185,6.57422573675502,9.694699960213764,0.25131036334780926,65.08845996589628,22.395064239358657,-0.7452225607040959,14.416666666666666
"['GOOGL', 'EXPE', 'CLF', 'MARA']",23.92952287752475,-3.2093199514290793,7.4146310686464805,11.029596897769341,0.26475124674890305,68.32374421711157,6.557523277677499,-0.44386457564683834,14.416666666666666
"['SMCI', 'T', 'MARA', '3323_HK']",22.76540169928317,-3.264998980705247,6.47618535813888,9.73579071524224,0.10735521271525095,64.14603034183332,27.39747726164825,-0.7423401719191778,14.416666666666666
"['CLF', 'PLUG', '2899_HK_ZIJIN', 'AMD_US']",22.546942821187567,-3.634889704994393,18.37200789592293,30.324384497571458,0.20246940462696947,71.42895317636432,13.399271879863296,-0.7916520915885525,16.666666666666668
"['EWZ', 'INDA', 'SMCI', 'MARA']",22.407475243716323,-3.653986072154325,6.749920375976181,10.630556484829498,0.2171746975668453,63.98834056603262,16.873830012703493,-0.7368277404015131,14.416666666666666
"['NFLX', 'GE', 'MARA', '981_HK']",22.766960352295357,-3.714879106810942,23.544910635238903,35.97396083326224,0.15150442644870352,65.93014497402366,7.139633270115313,-0.6925821544057146,14.416666666666666
"['MU', 'MARA', 'WULF', 'AMD_US']",29.59435260825011,-3.9086034218280385,65.67778872969267,99.20140120033962,0.24450503436929272,83.31416163702171,4.63999364533488,-0.6324703754838541,14.333333333333334
"['AMD', 'INTC', 'RCL', 'MARA']",23.950128155259975,-4.016549795068158,21.037369026921617,33.3680864244389,0.2420076887465047,71.85518258689093,10.358473082404078,-0.5505016922373375,14.416666666666666
"['CCL', 'GE', 'MARA', '2382_HK']",22.60452852491303,-4.021209586966834,7.802862163799233,12.78982102451493,0.25151755373917256,67.99786610477888,12.362228712209776,-0.8003119231024606,14.416666666666666
