,sh688981,sz002049,sh603501,sz300782,sh688012,sh688008,sz300661,sh603986,sz002185,sh600584,sz002156,sz300223,sh688521,sz300373,sh688036,sz002415,sz002236,sh600745,sz002475,sz002241,sh603160,sz300750,sz002594,sz300124,sh688599,sz002459,sh601012,sz300274,sh688223,sz002460,sh603799,sz002466,sh600438,sz300316,sh688390,sz300827,sh605117,sz002812,sh688567,sh600276,sz300760,sh600196,sz300347,sh603259,sz300759,sh688180,sz300142,sh600521,sz002422,sh688185,sz300601,sh603087,sz300529,sh688399,sh600893,sz000768,sh600760,sz002179,sh600038,sz300699,sh600967,sz002013,sh600519,sz000858,sh600887,sh603288,sz000651,sz000333,sh600690,sz002714,sh600298,sh600809,sz000568,sh600132,sh603833,sz002572,sh600111,sh601899,sh600362,sh601600,sz000933,sh600188,sh601088,sh600028,sh601857,sz000983,sh600585,sz002001,sh600309,sz000792,sh603993,sz000630,sh601168,sz002128,sz000001,sh600036,sh601318,sh600030,sh601166,sz000776,sh600837,sh600000,sz300059,sh600570,sz002230,sh601688,sh601788,sz002736,sh601633,sh600104,sh601127,sh600066,sh600031,sz002008,sh601766,sz300450,sh600150,sz002050,sh601100,sz002472,sz002027,sh600637,sz300413,sh603000,sz002739,sh600845,sz300454,sh688111,sz300496,sh600588,sz002410,sh600346,sz002648,sh603260,sz002064,sh600426,sh688065,sz002497,sh600900,sh601985,sz003035,sh600025
2011-09-30,,37.827,,,,,,,19.366,29.885,15.58,36.81,,,,80.58,172.145,17.167,55.035,139.64,,,19.3,141.5,,18.392,,,,39.49,,51.82,29.992,,,,,,,309.665,,99.117,,,,,82.65,99.865,117.52,,,,,,43.25,76.551,,72.411,59.512,,21.955,85.265,922.896,512.221,372.394,,970.229,,127.155,,86.647,115.213,847.099,244.604,,78.48,338.134,6.9,34.446,8.481,144.852,62.685,27.26,10.543,11.069,114.572,54.86,186.63,363.533,215.63,,120.338,13.08,38.245,842.53,37.165,35.826,51.531,25.237,75.47,159.285,54.778,29.78,179.84,67.9,10.11,13.57,,12.46,95.101,,169.891,559.751,100.063,4.622,,78.25,39.195,,28.326,17.575,25.487,,,,29.098,,,,271.981,94.317,27.188,,,36.318,43.233,,37.5,13.639,,,
2011-10-14,,38.718,,,,,,,20.117,31.481,16.496,39.83,,,,88.32,177.105,16.359,60.495,151.52,,,19.6,145.18,,19.029,,,,40.75,,56.02,31.418,,,,,,,310.19,,103.367,,,,,84.225,106.025,112.48,,,,,,42.939,76.293,,68.699,58.674,,23.068,90.106,926.849,507.78,386.534,,945.834,,135.969,,81.605,104.713,853.545,235.774,,80.8,310.565,7.17,35.739,8.831,139.026,62.105,27.17,10.697,11.089,111.277,60.8,185.209,338.659,224.323,,126.573,13.52,37.312,859.953,39.226,38.686,54.083,26.035,80.142,177.845,56.517,31.985,180.867,76.698,10.74,14.3,,12.55,94.816,,170.98,581.949,100.719,5.102,,81.618,39.572,,31.008,18.136,27.601,,,,29.788,,,,275.398,99.636,28.264,,,37.462,47.317,,39.7,13.972,,,
2011-10-21,,38.09,,,,,,,17.736,28.966,16.412,34.7,,,,80.3,155.825,18.45,54.15,141.5,,,19.41,128.48,,19.367,,,,34.9,,49.915,28.52,,,,,,,295.787,,98.425,,,,,75.585,101.165,102.2,,,,,,36.962,69.515,,60.261,50.948,,19.999,80.52,940.57,503.894,388.15,,874.028,,128.734,,72.523,100.879,828.163,231.608,,74.4,268.261,6.54,32.311,8.321,122.408,55.565,26.45,10.505,10.849,100.993,56.54,177.311,316.92,191.519,,112.045,12.3,34.29,841.985,39.127,37.256,51.653,25.518,75.286,170.792,56.877,28.67,160.063,79.6,10.17,13.8,,11.38,89.509,,161.609,537.17,87.597,5.102,,79.086,37.336,,28.254,16.451,26.242,,,,28.159,,,,267.312,101.58,26.691,,,33.978,42.963,,35.8,13.639,,,
2011-10-28,,41.148,,,,,,,19.237,30.997,15.206,36.46,,,,88.12,166.585,19.353,57.9,154.04,,,21.74,139.78,,20.16,,,,38.335,,54.025,30.176,,,,,,,314.501,,103.169,,,,,81.33,104.177,108.5,,,,,,38.892,74.749,,62.86,54.506,,23.161,88.587,989.964,530.402,415.419,,964.706,,143.73,,79.414,108.931,905.113,252.096,,79.76,294.601,7.305,36.569,8.861,127.375,62.005,29.13,10.902,11.179,108.082,64.73,187.183,345.348,210.083,,132.621,13.1,37.859,896.433,41.421,40.976,55.379,27.653,78.922,184.156,59.816,33.68,173.804,82.75,10.71,14.4,,12.18,97.955,,179.77,586.542,94.377,5.562,,86.683,39.403,23.78,29.766,17.61,30.277,,,,30.056,,,,250.912,101.04,28.512,,,36.058,46.061,,36.44,14.094,,,
2011-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.548,,,,,,,,,,,
2011-11-04,,43.922,,,,,,,20.868,32.786,15.497,38.85,,,,89.38,182.425,19.282,60.015,161.96,,,25.04,141.2,,20.927,,34.9,,42.67,,57.445,31.28,,,,,,,325.119,,105.343,,,,,84.285,111.501,114.1,,,,,,41.725,79.125,,65.088,55.548,,23.322,92.526,1002.754,527.765,451.576,,988.181,,142.941,,83.4,109.486,909.344,260.659,,87.5,301.724,7.44,36.861,8.971,131.768,61.665,29.19,11.158,11.309,107.433,62.9,199.661,350.365,217.29,,135.302,13.37,37.474,893.71,41.155,42.646,56.351,27.416,80.027,186.197,59.396,36.095,183.307,89.725,10.9,14.51,,12.37,98.811,,181.731,587.69,109.795,5.742,,87.937,40.95,24.63,30.954,18.698,32.435,,,,39.867,,,,268.564,,29.009,,,36.578,45.657,,36.0,14.305,,,
2011-11-11,,45.947,,,,,,,21.704,32.738,14.998,39.45,,,,89.3,183.025,19.282,59.25,165.62,,,23.3,142.7,,20.576,,31.89,,42.235,,56.35,29.762,,,,,,,328.168,,106.628,,,,,82.5,107.394,108.3,,,,,,41.507,78.267,47.181,67.045,55.446,,23.362,89.584,985.127,510.694,466.928,,942.612,,136.363,,82.318,111.549,902.696,248.159,,86.12,297.241,7.35,35.397,8.731,130.622,61.445,28.97,11.273,11.289,107.583,58.31,200.609,333.643,208.773,,128.381,12.89,38.407,871.387,39.891,41.066,54.326,26.424,76.322,179.33,58.017,35.465,180.867,86.35,10.49,13.83,,11.59,92.305,,181.296,562.43,110.014,5.442,,83.57,40.495,22.97,30.432,18.733,32.845,,,,37.05,,,,271.867,99.825,28.016,,,35.694,49.696,,34.56,14.305,,,
2011-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.873,,,,,,,,,,,,,,,,,,,,,
2011-11-18,,45.38,,,,,,,20.288,31.529,14.478,40.99,,,,84.6,173.425,16.977,60.825,157.16,,,25.12,143.22,,19.276,,35.69,,41.635,,54.85,29.716,,,,,,,320.388,,102.477,,,,,91.05,102.192,106.62,,,,,,42.814,78.095,47.181,65.189,56.209,,,85.692,969.313,495.844,445.92,,905.788,,128.076,,83.242,107.315,,265.551,,83.8,284.04,7.065,33.689,8.481,124.414,61.125,28.55,10.927,11.009,102.89,55.31,188.763,323.818,201.915,,119.839,12.39,35.791,837.63,38.395,38.636,52.26,25.561,73.974,171.906,56.337,33.62,176.886,86.35,10.09,13.38,,11.58,89.509,,188.56,534.874,101.922,5.262,,79.946,39.91,22.05,29.064,,32.198,,,,37.606,,,,257.517,101.634,28.706,,,34.81,47.407,,35.1,14.235,,,
2011-11-25,,46.089,,,,,,,19.838,29.933,13.5,40.0,,,,84.52,173.625,17.072,55.35,160.7,,,24.5,140.2,,19.419,,36.63,,39.34,,53.575,28.75,,,,,,,331.637,,100.797,,,,,90.15,102.124,104.0,,,,,,40.697,73.719,47.941,63.4,53.667,,23.671,92.004,1013.08,536.787,466.524,,871.727,,120.841,,82.714,116.106,,314.402,,80.54,283.672,6.885,32.689,8.301,120.307,57.205,27.47,10.966,10.849,100.095,54.17,187.025,308.768,197.066,,117.033,12.08,34.026,828.918,38.561,37.996,50.883,25.216,69.441,161.512,55.258,33.68,174.703,87.363,9.65,12.98,,11.14,84.316,,187.979,515.355,104.437,5.222,,77.622,39.195,21.63,28.578,18.101,34.55,,,,35.287,,,,259.909,98.961,30.803,,,34.446,46.285,,34.24,14.129,,,
2011-12-02,,45.077,,,,,,,18.658,28.192,12.336,38.39,,,,81.72,180.865,16.122,55.5,155.9,,,23.31,131.9,,20.173,,32.9,,37.285,,50.995,27.968,,,,,,,337.945,,99.71,,,,,94.785,92.678,101.52,,,,,,43.686,72.775,44.646,64.278,55.65,,25.319,86.357,1031.917,527.488,450.97,,853.315,,120.315,,89.71,112.257,917.804,,,79.6,274.094,7.005,33.104,8.181,113.909,55.725,27.53,10.889,10.819,98.897,53.81,188.21,305.424,200.037,,122.021,11.56,33.682,838.174,39.459,39.326,50.316,25.669,66.334,164.853,56.397,34.595,169.695,83.92,9.16,12.75,,10.9,80.036,,198.294,478.613,100.938,5.432,,77.669,41.002,20.35,28.38,16.908,34.765,,,,34.961,,,,246.47,96.693,27.905,,,32.886,46.016,,34.98,13.954,,,
2011-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.84,,,,,,,,,,,,
2011-12-09,,43.477,,,,,,,17.95,27.564,11.545,37.89,,,,89.7,,16.858,53.4,147.8,,,22.6,117.2,,19.64,,33.19,,37.075,,50.995,26.726,,,,,,,336.053,,95.658,,,,,82.845,86.587,98.44,,,,,,43.561,70.888,44.088,63.839,54.455,,25.225,83.889,965.825,501.118,427.135,,812.809,,120.841,,87.149,102.989,866.638,255.536,,77.9,261.629,6.72,31.481,8.031,108.942,54.385,27.43,11.145,10.859,94.154,54.26,174.231,287.03,197.285,,115.849,10.89,32.85,832.185,39.958,40.226,50.559,25.539,64.885,166.709,55.738,31.4,160.577,75.483,9.1,12.96,,11.2,80.549,,190.884,470.194,93.065,5.302,,74.788,39.637,18.48,28.326,16.627,33.643,,,,34.846,,,,,91.32,25.338,,,30.546,43.681,,33.1,13.884,,,
2011-12-16,,40.014,,,,,,,16.535,24.178,10.588,36.76,,,,86.1,195.625,14.031,54.9,151.1,,,21.45,118.6,,16.039,,33.4,,34.555,,46.675,24.058,,,,,,,314.185,,91.606,,,,,80.7,89.598,90.1,,,,,,41.133,65.568,44.443,61.274,49.271,,22.518,76.249,974.941,490.57,415.015,,833.983,,115.974,,87.122,103.112,874.494,152.713,,74.9,234.798,6.27,28.761,7.221,92.993,48.045,26.37,10.889,10.829,84.07,48.83,167.676,285.985,181.08,,106.808,10.06,29.504,801.15,39.027,38.206,48.129,25.022,58.027,161.141,55.258,30.935,147.478,79.353,8.51,12.17,,11.35,81.976,,200.473,453.736,82.567,5.002,,66.239,38.389,17.42,25.86,15.925,33.017,,,,33.448,,,,225.287,81.924,23.324,,,27.946,42.021,,29.66,13.867,,,
2011-12-20,,42.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.303,,,,,,,,,,,,,,,,,,,,,,,,45.78,,,,,,,,,,,,,,,,73.272,,,,,,,,33.492,,,,,,,,,,,,,,,,,,,,
2011-12-23,,,,,,,,,16.47,23.453,10.276,34.8,,,,87.56,192.465,11.275,54.015,144.44,,,21.94,114.58,,13.348,,31.53,,33.13,,42.49,22.954,,,,,,,321.334,,92.199,,,,,77.61,81.043,85.1,,,,,,44.806,62.737,40.235,54.524,45.992,,22.13,74.303,970.197,482.381,425.115,,853.775,,120.578,,82.291,102.465,869.056,,,79.04,219.202,6.15,28.517,6.911,94.235,47.705,26.82,10.761,11.029,83.072,50.51,165.228,296.436,166.359,,102.88,9.9,29.18,808.773,39.26,36.246,,25.518,53.539,148.706,54.778,30.26,154.027,80.613,7.93,11.61,,11.84,83.973,,198.294,477.083,,4.882,,65.797,36.101,15.81,24.168,15.398,,,,,31.895,,,,223.807,88.026,21.75,,,27.01,38.609,,27.0,13.902,,,
2011-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.907,,,,,,,,,,,,,,,,,,13.814,,,
2011-12-30,,38.799,,,,,,,15.441,23.163,10.11,32.37,,,,87.1,200.225,10.728,52.65,145.1,,,22.8,109.6,,11.71,,27.4,,31.54,,40.525,23.46,,,,,,,313.66,,91.112,,,,,68.865,80.29,87.3,,,,,,42.347,,39.12,55.874,45.687,,22.934,71.503,935.5,463.644,415.419,,845.95,,123.867,,80.628,101.233,814.868,,,82.9,231.482,6.12,28.87,6.801,96.24,49.325,27.25,10.863,10.939,81.075,50.21,169.335,300.616,165.704,,103.877,10.05,29.666,818.029,39.858,36.696,45.294,25.518,52.918,150.005,54.478,29.12,160.32,79.6,7.97,11.73,,11.97,84.601,,198.73,488.182,76.115,4.442,,65.821,34.905,16.71,21.954,,32.974,,,,29.5,,,,224.262,90.861,20.784,36.1,,25.97,35.557,,25.76,,,,
2012-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-06,,36.268,,,,,,,12.953,22.389,9.756,29.17,,,,82.7,186.625,10.158,44.91,132.62,,,21.88,95.88,,10.514,,25.05,,28.99,,37.885,22.218,,,,,,,283.277,,86.566,,,,,59.25,69.681,76.62,,,,,,40.355,61.364,37.345,48.145,42.511,,20.495,63.72,904.524,445.741,399.866,,854.696,,122.025,,75.427,86.684,793.314,,,,223.439,6.09,28.456,6.631,92.611,47.525,26.19,11.247,11.159,77.93,47.42,153.856,283.058,160.856,,104.813,9.7,28.977,804.961,40.257,36.106,43.998,26.1,51.767,147.963,55.798,26.825,140.158,64.975,7.64,11.53,,11.81,84.943,,191.102,469.811,75.678,4.282,,64.31,32.292,15.56,19.866,13.924,28.357,,,,28.197,,,,204.104,75.795,18.024,36.94,,25.086,32.729,,26.62,13.569,,,
2012-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-13,,36.734,,,,,,,13.382,22.969,10.297,28.21,,,,81.52,182.625,11.916,46.5,138.2,,,23.87,96.78,,11.307,,25.22,,31.3,,39.7,22.908,,,,,,,285.905,,88.839,,,,,58.2,74.061,76.52,,,,,,41.32,62.308,34.557,50.744,44.773,,22.022,65.334,914.059,455.456,411.177,,,,122.551,,77.566,87.13,805.602,95.835,,61.8,276.488,6.48,30.713,7.161,103.021,51.945,28.25,11.426,11.399,84.07,50.51,162.148,299.153,174.353,,113.916,10.33,30.863,,41.92,38.286,45.659,27.157,54.598,155.573,57.777,27.095,137.847,65.763,8.02,11.64,,12.26,87.74,,200.982,502.725,78.958,4.582,,66.75,33.02,16.26,20.946,14.451,24.17,,,,30.88,,,,207.293,78.387,19.156,37.42,,28.622,34.928,,26.0,13.797,,,
2012-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-20,,35.458,,,,,,,13.789,24.082,10.88,25.02,,,,74.54,166.225,11.346,46.89,135.44,,,24.32,96.96,,11.008,,23.88,,33.43,,41.845,23.966,,,,,,,284.643,,93.681,,,,,59.55,77.004,81.6,,,,,,,64.968,37.345,50.339,45.687,,22.344,68.276,901.408,449.21,417.641,,914.074,,131.496,,71.177,87.685,803.99,85.82,,61.4,280.541,7.095,33.787,7.601,112.762,53.765,29.4,11.58,11.459,89.562,56.63,169.651,325.491,167.976,,124.453,11.07,32.546,882.821,43.616,41.356,50.559,28.818,62.767,172.092,60.056,26.945,136.819,66.685,8.65,12.41,,12.99,92.476,,206.502,543.677,83.332,4.852,,71.791,31.174,18.54,21.576,14.38,24.451,,,,30.842,,,,206.951,75.66,19.239,40.03,,28.83,38.385,,27.78,14.182,,,
2012-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-03,,36.835,,,,,,,15.591,25.823,12.086,26.69,,,,77.92,176.265,11.679,50.19,145.4,,,24.3,102.2,,11.84,,25.25,,33.685,,42.625,24.656,,,,,,,281.595,,93.286,,,,,61.665,80.084,81.86,,,,,,42.97,66.855,36.635,53.073,46.069,,21.406,69.842,903.78,453.235,424.913,,908.55,,127.024,,74.345,91.78,819.904,96.637,,64.2,280.479,7.14,33.153,7.441,,52.845,29.27,11.67,11.419,88.014,53.42,171.072,332.388,181.254,,123.456,11.04,32.161,894.255,43.549,42.406,50.114,29.099,61.548,169.679,60.176,28.04,144.396,70.983,8.5,12.22,,12.54,91.792,,212.023,541.763,85.738,4.772,,71.652,33.345,18.4,22.188,14.731,29.112,,,,31.876,,,,220.846,78.279,20.702,40.48,,29.194,39.911,,28.16,14.094,,,
2012-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-10,,37.746,,,,,,,16.127,26.887,13.043,27.03,,,,75.4,177.425,12.344,52.035,157.28,,,25.96,103.74,,12.815,,26.43,,34.75,,43.51,24.978,,,,,,,284.118,,94.67,,,,,63.285,82.069,84.2,,,,,,47.639,66.941,39.88,54.828,,,21.795,73.259,922.524,461.701,442.285,,922.819,,129.129,,75.876,94.859,828.969,116.094,,69.56,292.084,7.14,34.665,7.591,111.998,53.965,29.37,11.49,11.509,89.412,55.79,185.841,337.405,185.142,,133.806,11.32,32.607,889.899,43.25,42.346,50.397,29.228,60.443,173.02,59.756,29.075,145.166,73.705,8.47,12.18,,13.03,92.077,,205.558,539.467,86.832,4.842,,71.21,34.619,17.98,24.528,15.188,31.378,,,,32.7,,,,220.846,78.9,21.557,40.25,,31.222,41.527,,28.46,13.884,,,
2012-02-17,,40.075,,,,,,,16.964,27.322,12.897,28.6,,,,77.78,181.465,14.53,51.585,156.5,,,26.09,105.5,,13.621,,27.05,,37.06,,47.95,26.496,,,,,,,292.213,,94.67,,,,,64.2,82.275,86.46,,,,,,47.639,68.657,40.134,54.861,,,22.505,76.106,926.849,467.531,435.215,,907.63,,132.417,,74.609,98.447,844.48,124.197,,68.4,290.917,7.11,34.434,7.611,112.667,54.545,29.01,11.414,11.379,89.911,54.41,182.287,331.761,181.997,,133.681,11.35,32.85,864.853,42.651,42.006,51.086,28.969,61.018,172.463,59.096,29.6,150.689,78.925,8.63,12.46,,13.46,89.281,,,538.319,88.472,4.932,,72.535,35.919,18.15,25.482,15.609,32.931,,,,33.084,,,,228.248,81.006,21.861,41.4,,31.586,41.931,,29.08,13.972,,,
2012-02-24,,40.885,,,,,,,17.629,28.337,13.23,29.8,,,,84.46,191.465,14.459,55.38,159.32,,,26.52,111.76,,13.79,,28.48,,37.315,,47.635,27.922,,,,,,,294.316,,98.722,,,,,68.775,86.792,91.1,,,,,,50.285,79.468,42.06,57.696,,,24.166,81.896,957.732,482.798,457.03,,966.087,,142.02,,77.724,104.374,883.761,144.762,,74.36,308.662,7.47,35.41,7.811,121.74,56.865,30.04,11.439,11.629,95.802,58.1,192.633,343.049,191.301,,137.298,11.94,35.02,887.721,43.217,43.936,53.718,29.487,65.23,181.186,60.596,36.95,161.219,87.475,9.19,13.63,,14.0,95.273,,216.692,562.048,92.299,5.102,,74.556,37.934,19.54,27.066,16.241,36.103,,,,34.176,,,,234.512,86.217,22.937,42.14,,32.21,42.829,,30.3,14.112,,,
2012-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-02,,42.545,,,,,,,18.165,29.159,12.731,28.98,,,,84.9,189.825,14.007,54.57,164.42,,,26.16,108.8,,13.608,,26.63,,37.51,,47.71,27.968,,,,,,,283.907,,99.908,,,,,67.455,87.066,90.5,,,,,,50.658,79.296,41.959,60.835,,,24.113,86.167,970.848,496.121,468.746,,1026.385,,158.594,,74.767,107.069,886.581,145.335,,75.66,343.66,7.41,35.434,7.921,119.83,56.545,29.73,11.465,11.789,95.752,57.95,189.0,347.647,193.878,,136.3,11.89,35.101,920.934,43.749,43.506,55.541,,71.351,185.269,61.675,35.84,166.227,93.325,9.48,14.11,,14.85,97.384,,236.082,576.208,96.564,5.102,,78.784,38.233,20.11,25.968,16.135,38.196,,,,34.137,,,,233.715,87.54,23.324,50.2,,30.962,44.041,,30.7,14.34,,,
2012-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.312,,,,,,,,,,,,
2012-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-09,,44.57,,,,,,,19.43,30.078,12.897,29.83,,,,87.1,194.945,13.841,55.32,165.98,,,27.39,115.22,,14.336,,26.25,,38.68,,48.49,27.83,,,,,,,286.01,,100.303,,,,,69.045,85.697,88.96,,,,,,,77.065,43.378,61.105,,,24.85,90.533,966.337,503.061,491.167,,1044.336,,164.251,,79.44,110.764,941.775,146.406,,78.92,385.657,7.23,34.482,7.711,120.689,55.645,28.99,11.324,11.529,93.555,55.52,188.052,355.799,192.567,,132.871,12.07,35.122,887.721,41.986,42.326,56.472,28.322,74.895,192.508,60.356,35.945,170.337,94.405,10.05,14.64,,14.4,96.414,,235.329,561.282,99.297,4.892,,93.908,36.53,20.03,26.13,16.697,37.161,,,,34.712,,,,,89.43,25.09,57.75,,31.898,45.118,,31.2,14.55,,,
2012-03-15,,,,,,,,,,,,,,,,,,12.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-16,,42.545,,,,,,,18.83,27.322,12.252,30.68,,,,86.06,193.825,,52.95,158.9,,,25.35,109.6,,14.271,,26.85,,37.525,,46.15,26.174,,,,,,,302.095,,103.96,,,,,64.785,92.61,91.7,,,,,,50.783,73.29,44.849,57.224,,,24.716,85.028,1001.964,526.794,489.147,,1002.91,,159.121,,84.931,113.366,979.445,133.753,,82.78,423.91,6.93,33.689,7.421,115.628,54.445,28.22,11.478,11.499,88.064,51.62,187.815,331.552,196.368,,128.942,11.45,34.148,862.131,41.022,41.796,55.784,28.085,72.387,190.652,59.036,34.235,173.804,94.878,10.04,14.33,,14.56,90.365,,226.104,541.763,91.206,4.692,,89.726,36.062,21.03,24.906,15.96,35.067,,,,32.566,,,,257.403,88.08,23.158,54.21,,34.186,43.547,,34.06,14.445,,,
2012-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.834,,,,,,,
2012-03-23,,40.723,,,,,,,18.336,26.355,12.065,27.58,,,,87.1,188.425,17.523,50.85,153.86,,,26.0,99.98,,14.882,,26.58,,38.02,,47.305,26.266,,,,,,,292.844,,105.146,,,,,61.5,90.283,88.5,,,,,,47.701,71.832,41.959,55.199,,,24.073,81.326,1022.568,504.588,459.05,,991.403,,150.439,,80.074,105.898,927.675,119.648,,81.18,411.138,6.87,33.287,7.641,111.807,54.045,27.83,11.183,11.239,87.715,50.42,178.97,322.773,182.521,,126.324,,35.122,840.897,40.457,40.676,53.151,27.826,68.567,180.258,57.897,33.05,162.246,86.125,9.48,13.97,,13.41,85.172,,220.833,515.355,87.816,4.652,,87.728,35.893,19.48,24.258,15.855,34.42,,,,34.617,,,,245.787,86.46,22.22,53.9,,,42.2,,31.9,14.27,,,
2012-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.145,,,,,,,,,,,,
2012-03-30,,37.442,,,,,,,17.157,23.018,10.942,24.13,,,,86.3,194.145,16.526,46.8,156.8,,,28.3,94.46,,12.425,,22.46,,34.375,,43.24,24.518,,,,,,,279.912,,97.931,,,,,59.175,89.667,79.08,,,,,,44.495,65.482,36.635,51.756,,,22.666,73.733,952.523,464.2,447.94,,985.879,,141.757,,,98.508,850.926,108.946,,76.6,410.34,6.555,31.286,6.951,101.588,48.965,27.53,10.876,10.889,81.475,50.6,170.441,304.17,165.398,,117.22,10.33,32.08,824.562,39.958,38.836,52.908,27.244,67.14,179.701,57.117,30.2,159.806,81.67,8.93,13.5,,13.46,88.539,,224.598,477.848,81.036,4.552,,80.573,35.295,18.16,22.71,14.451,31.852,,,,35.766,,,,,84.03,22.91,46.0,,30.39,37.891,,29.44,14.094,,,
