,sh688981,sz002049,sh603501,sz300782,sh688012,sh688008,sz300661,sh603986,sz002185,sh600584,sz002156,sz300223,sh688521,sz300373,sh688036,sz002415,sz002236,sh600745,sz002475,sz002241,sh603160,sz300750,sz002594,sz300124,sh688599,sz002459,sh601012,sz300274,sh688223,sz002460,sh603799,sz002466,sh600438,sz300316,sh688390,sz300827,sh605117,sz002812,sh688567,sh600276,sz300760,sh600196,sz300347,sh603259,sz300759,sh688180,sz300142,sh600521,sz002422,sh688185,sz300601,sh603087,sz300529,sh688399,sh600893,sz000768,sh600760,sz002179,sh600038,sz300699,sh600967,sz002013,sh600519,sz000858,sh600887,sh603288,sz000651,sz000333,sh600690,sz002714,sh600298,sh600809,sz000568,sh600132,sh603833,sz002572,sh600111,sh601899,sh600362,sh601600,sz000933,sh600188,sh601088,sh600028,sh601857,sz000983,sh600585,sz002001,sh600309,sz000792,sh603993,sz000630,sh601168,sz002128,sz000001,sh600036,sh601318,sh600030,sh601166,sz000776,sh600837,sh600000,sz300059,sh600570,sz002230,sh601688,sh601788,sz002736,sh601633,sh600104,sh601127,sh600066,sh600031,sz002008,sh601766,sz300450,sh600150,sz002050,sh601100,sz002472,sz002027,sh600637,sz300413,sh603000,sz002739,sh600845,sz300454,sh688111,sz300496,sh600588,sz002410,sh600346,sz002648,sh603260,sz002064,sh600426,sh688065,sz002497,sh600900,sh601985,sz003035,sh600025
2017-07-21,,105.243,,,,,55.14,153.99,63.738,73.021,26.211,47.358,,97.796,,571.72,975.672,49.621,315.48,418.46,92.45,,50.907,374.38,,18.054,108.879,73.679,,384.775,67.56,391.984,60.582,88.486,,,,91.066,,1320.722,,301.125,202.64,,,,169.475,249.601,100.474,,26.86,,26.8,,96.798,156.302,148.53,196.108,110.264,,79.616,,2863.604,827.413,1374.29,150.268,4377.77,168.375,414.131,118.565,165.28,119.986,1239.705,105.696,106.93,658.08,270.041,6.33,27.175,5.891,111.932,35.865,,14.009,10.406,61.666,84.38,264.816,891.574,97.974,22.79,97.393,10.19,,1698.338,105.326,110.836,83.655,65.514,95.491,313.892,136.921,286.394,522.847,399.375,21.15,18.134,15.25,43.78,219.281,20.3,680.893,356.83,427.566,10.952,384.22,74.995,122.941,29.913,48.95,89.642,45.705,,56.51,,64.107,,,101.526,377.214,207.601,56.413,68.164,,53.998,94.982,,81.81,33.047,8.09,,
2017-07-28,,103.34,,,,,56.6,142.69,64.005,73.408,25.725,52.371,,100.996,,558.76,990.472,51.356,314.885,420.404,93.32,,49.887,377.538,,18.327,114.603,79.835,,395.575,62.36,376.081,64.262,95.812,,,,89.536,,1346.393,,303.2,210.72,,,,175.091,244.396,101.914,,30.93,,27.49,,93.094,161.106,145.184,198.618,117.989,,72.862,,2923.933,841.57,1359.14,145.408,4272.823,166.5,400.713,118.045,166.336,132.98,1315.245,105.735,105.89,662.56,321.433,6.495,28.407,5.821,109.353,33.445,,13.876,10.476,58.871,82.49,269.673,886.808,102.626,21.74,99.263,10.15,,1675.758,109.364,110.696,82.683,65.643,94.202,312.407,137.092,299.458,560.089,413.317,21.26,17.954,15.24,43.81,213.746,19.47,656.749,353.003,411.273,10.832,393.88,76.988,121.454,30.093,49.325,92.59,46.353,,56.67,,66.56,,,107.35,395.319,204.726,58.889,74.684,,56.598,94.299,,75.21,33.555,8.08,,
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-03,,,,,,,,159.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-04,,102.489,,,,,55.87,,61.685,70.797,25.589,52.142,,98.046,,536.44,908.872,52.852,300.15,409.388,90.6,,49.105,372.514,,18.925,116.655,79.122,,383.815,65.41,375.226,69.23,97.726,,,,83.736,,1326.485,,299.049,212.24,,,,174.53,237.111,104.554,,31.26,,26.99,,95.615,166.512,157.301,195.994,121.344,,70.836,212.574,2866.08,818.808,1372.472,143.356,4108.959,159.188,384.086,115.765,161.65,136.09,1279.389,101.759,96.81,621.76,330.459,6.795,28.407,7.061,127.308,34.285,,13.859,10.556,62.315,80.72,277.254,953.529,106.754,21.74,102.693,,,1740.488,108.354,110.796,83.817,64.705,95.905,317.604,131.946,344.92,561.245,397.654,21.97,18.354,15.09,42.97,207.811,19.47,654.97,375.201,386.341,10.872,391.48,80.039,119.899,28.683,49.184,87.873,46.439,,56.99,,64.222,,,107.897,374.655,203.621,65.11,72.124,,62.63,95.133,,85.89,32.96,7.86,,
2017-08-11,,99.249,,,,,52.6,137.33,61.239,69.684,25.481,51.706,,96.996,,547.24,972.472,49.645,307.741,428.396,89.16,,48.445,374.236,,18.418,116.115,79.77,,375.175,62.26,348.436,68.494,93.766,,,,87.546,,1405.331,,308.339,219.76,,,,173.828,238.845,105.274,,31.05,,27.47,,91.32,163.423,167.036,189.378,120.683,,68.81,205.176,2924.721,845.317,1474.277,149.692,4143.021,159.9,386.191,132.925,164.95,155.12,1344.656,101.148,98.36,642.72,347.774,6.93,26.162,7.001,131.606,31.825,,13.693,10.346,61.117,81.8,285.191,882.293,101.119,19.34,95.522,9.56,,1567.372,104.355,106.076,81.023,63.313,91.441,304.983,130.317,338.649,550.971,417.706,20.78,17.554,14.49,43.33,210.093,19.21,660.307,344.583,402.306,10.762,362.08,78.136,115.235,29.238,48.202,92.197,45.727,,58.57,,66.023,,,105.552,382.724,201.741,60.286,65.404,,61.486,90.278,,81.63,33.205,7.89,,
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.093,,,,,,,,,,,,
2017-08-18,,110.184,,,,,55.36,140.81,64.541,74.907,26.509,54.264,,105.896,,581.98,1054.072,51.261,317.564,441.788,92.87,,49.145,391.892,,18.743,112.659,81.455,,398.275,63.46,356.587,69.138,105.184,,,,98.916,,1420.262,,318.519,220.56,,,,179.163,238.267,110.434,,30.06,,28.2,,94.432,167.112,167.289,196.337,121.039,,71.029,204.815,2956.18,842.68,1510.636,157.288,4153.147,157.988,381.192,130.685,165.214,147.73,1334.785,102.142,98.91,640.48,348.142,6.75,26.345,7.141,135.712,32.125,,13.56,10.326,61.167,80.27,301.894,959.047,101.185,19.07,96.457,9.62,30.984,1630.597,107.966,113.256,81.752,63.119,92.039,307.025,128.859,360.857,621.216,521.326,21.46,17.694,14.72,43.0,207.411,20.23,650.904,349.176,398.37,10.902,369.28,86.502,115.167,28.683,49.793,93.377,47.238,,60.89,,70.162,,,122.984,,213.793,64.539,67.004,,60.342,88.761,,90.27,33.73,7.98,,
2017-08-25,,114.072,,,,,59.18,145.07,64.184,75.1,26.59,55.387,,101.196,,580.0,993.272,51.783,302.68,445.46,94.17,,49.275,388.303,,18.47,112.983,84.306,,443.155,74.86,369.526,70.702,102.346,,,,101.546,,1445.933,,319.705,218.48,,,,174.53,248.097,106.354,,30.56,,28.32,,92.72,166.512,166.731,192.287,119.006,,69.533,204.995,2974.977,818.947,1503.365,154.336,4280.188,168.375,392.505,146.525,165.808,144.22,1291.475,100.23,101.0,641.12,334.88,6.66,27.101,7.921,129.504,32.245,,13.743,10.446,61.117,83.03,298.459,994.164,102.56,20.45,98.328,9.68,34.047,1731.456,116.159,118.576,83.534,65.934,94.387,310.922,131.174,367.912,624.941,538.28,22.87,17.864,14.94,43.39,214.373,20.28,625.997,352.62,393.668,10.862,374.2,83.089,120.575,29.343,50.588,90.625,46.59,,60.13,,67.939,,,129.708,455.933,209.812,65.554,66.444,,59.406,87.851,,83.31,33.625,7.97,,
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-01,,117.393,,,,,63.17,197.51,65.968,79.549,27.05,70.613,,106.896,,614.02,1015.272,50.572,321.285,481.748,93.24,,48.885,405.097,,18.431,114.603,83.788,,483.775,85.91,406.918,74.29,99.904,,,,,,1471.866,,312.49,217.12,,,,182.673,256.193,108.394,,32.32,,32.65,,93.374,164.281,153.245,191.888,110.899,16.21,69.051,200.123,2987.302,838.378,1535.482,153.652,4138.418,164.4,405.133,172.805,165.61,160.324,1317.663,97.249,102.79,637.44,355.694,7.17,28.7,8.471,145.549,34.645,29.97,13.676,10.466,69.753,81.32,307.818,1027.524,105.771,23.0,101.757,10.46,34.047,1746.51,113.17,119.256,88.232,64.511,102.763,321.13,131.089,402.4,720.87,506.265,25.29,18.814,15.38,41.8,209.123,20.44,628.031,334.25,442.11,10.852,440.14,83.481,120.237,30.873,51.571,97.308,47.691,,61.01,,70.315,,,137.564,492.93,230.82,66.761,72.764,,62.734,88.989,,93.87,32.942,7.91,,
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.174,,,,,,,,,,
2017-09-08,,120.714,,,,,66.25,218.75,68.199,82.064,28.645,76.79,,108.846,,615.64,1037.672,56.654,319.796,475.484,96.72,,50.415,421.461,,18.145,124.269,84.63,,560.935,86.37,434.791,75.946,96.472,,,,126.946,,1570.097,,322.472,216.0,,,,215.386,270.764,110.254,,33.31,,33.98,,95.771,162.136,152.738,194.397,112.17,26.1,69.244,196.695,2870.188,787.719,1552.449,156.172,4044.518,164.963,400.924,165.565,163.036,149.608,1242.928,99.237,102.99,610.88,343.905,7.545,28.077,7.941,135.235,33.705,29.71,13.626,10.456,67.507,80.27,301.302,1100.265,112.913,24.02,100.199,10.7,32.607,1788.66,111.694,117.956,86.085,64.284,100.094,315.191,133.319,383.066,712.266,480.016,24.27,18.414,15.09,41.86,207.24,22.0,631.08,335.015,454.904,10.802,460.48,81.337,122.671,29.223,50.963,102.222,46.957,,60.29,,73.266,,,161.564,522.647,238.339,,72.364,,60.03,93.54,,108.51,33.398,7.81,,
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-15,,118.77,,,,,63.88,232.51,65.968,79.985,27.996,72.506,,104.846,,607.72,1017.672,59.624,312.057,457.34,93.01,,53.995,425.911,,17.963,145.599,98.692,,541.075,86.12,419.401,87.262,106.108,,,,120.016,,1538.663,,328.007,224.72,,,,219.037,275.968,109.234,,36.16,,32.68,,100.751,162.994,170.838,199.759,115.092,42.03,68.52,199.401,2957.25,830.467,1586.385,162.148,4122.768,168.863,420.129,161.285,164.29,166.082,1312.425,97.02,105.15,644.96,334.327,7.125,27.077,,135.617,32.565,29.21,13.56,10.425,63.613,85.16,312.438,1136.385,133.42,24.08,97.393,10.42,32.039,1758.553,110.102,114.676,87.138,64.058,100.692,315.006,131.603,385.678,688.251,461.082,24.62,18.414,15.1,41.98,206.327,21.72,654.208,330.805,447.359,10.832,471.28,80.854,121.724,28.503,51.805,98.88,47.389,,58.97,,69.051,,,154.645,532.29,247.627,,70.884,,60.03,95.437,,127.41,33.082,7.72,,
2017-09-19,,,,,,,,,,81.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-22,,149.105,,,,,77.99,265.03,74.624,,34.81,75.646,,113.096,,610.96,969.672,60.621,301.192,445.244,102.99,,62.915,428.064,,17.794,148.299,107.181,,502.675,85.95,396.316,89.838,103.666,,,,118.576,,1536.306,,349.453,233.68,,,,231.251,269.029,110.674,,36.76,,35.01,,97.389,161.879,159.025,200.5,110.721,67.68,65.24,198.68,3014.034,846.427,1651.831,169.564,4243.364,176.625,421.971,150.925,165.016,176.767,1325.519,94.65,103.02,631.68,327.696,6.99,26.674,,129.313,32.385,29.34,13.66,10.395,62.815,87.44,332.458,1064.647,144.297,23.51,96.769,10.71,31.532,1781.133,110.024,115.996,87.584,64.187,101.152,314.82,132.118,363.731,676.694,461.684,24.24,18.404,14.84,41.53,213.46,22.12,696.142,322.002,474.805,10.782,464.26,80.039,120.034,27.483,53.116,102.123,46.461,,59.73,,70.085,,,174.58,510.052,239.223,58.699,66.804,,57.534,93.844,,117.57,33.205,7.71,,
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.005,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-28,,,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-29,,153.276,,,,,73.9,261.05,76.141,,34.54,67.139,,115.046,,597.1,977.272,60.764,310.271,445.244,95.84,,68.895,434.092,,17.599,160.395,110.421,,526.375,91.57,402.529,91.586,103.402,,,,125.736,,1583.195,,359.731,235.76,,,,238.131,273.308,113.734,,40.0,,33.09,,99.475,167.541,168.1,214.931,115.067,71.59,66.591,217.085,3113.702,863.082,1783.936,177.412,4119.086,176.963,435.125,152.045,175.51,180.524,1334.785,95.796,102.11,622.4,306.881,6.915,27.016,,117.948,32.825,29.66,13.693,10.435,60.967,85.76,343.238,1150.933,153.011,24.23,96.146,10.3,31.755,1731.456,108.471,116.236,87.786,63.766,100.922,311.108,131.946,364.776,669.887,466.676,24.72,18.314,14.69,,212.775,22.71,719.523,329.274,494.27,10.682,449.68,,115.708,28.233,53.396,102.713,45.943,,57.25,,69.664,,,154.215,506.706,241.766,60.286,67.764,,58.158,101.278,,114.03,33.117,7.66,,
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,,141.896,32.63,,,,73.0,262.89,77.122,92.22,32.728,67.742,,121.446,,651.1,1037.672,58.649,319.945,457.772,95.05,,68.315,448.446,,17.742,155.157,109.902,,524.395,82.83,390.502,94.898,107.164,,,,111.266,,1661.256,,384.241,256.32,,,,231.813,288.458,121.414,,46.77,,35.53,,100.938,171.917,,224.342,124.317,68.65,68.279,216.183,3330.427,923.317,1789.996,183.388,4337.264,190.05,457.224,157.965,186.994,180.524,1393.203,97.364,110.66,665.12,291.408,6.96,26.906,,112.409,31.905,29.15,13.543,10.425,61.017,83.12,336.485,1133.124,138.203,22.22,96.769,9.92,30.741,1769.09,110.995,122.076,87.017,65.417,100.738,312.036,132.547,370.002,708.285,483.028,23.59,18.244,14.87,,222.934,22.7,727.656,338.842,508.485,10.822,442.06,,122.738,28.593,52.835,110.477,46.957,,62.89,,71.312,,,165.902,502.967,251.607,60.476,67.004,,58.782,102.568,,109.89,33.643,7.68,,
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,,142.625,29.53,,,,78.66,238.11,73.642,89.657,31.484,68.782,,122.096,,661.9,1040.472,60.36,333.936,447.404,98.13,,69.145,445.432,,18.73,162.933,109.514,,551.335,87.37,401.731,93.15,113.236,,,,117.556,,1715.479,,411.715,257.52,,,,249.784,287.417,123.814,,46.06,,34.85,,101.996,170.373,,217.497,126.274,79.5,67.17,212.033,3432.74,935.669,1885.135,185.188,4358.437,189.9,461.171,162.445,192.604,178.368,1373.26,93.121,112.41,657.44,288.645,7.02,26.809,,107.92,31.065,29.23,13.626,10.595,59.12,89.6,325.468,1075.182,,22.13,95.834,9.63,28.49,1787.154,113.208,125.956,86.126,65.676,97.194,309.252,133.147,345.181,653.963,435.521,23.11,17.864,14.42,43.21,226.358,23.01,741.888,337.694,538.01,10.872,465.76,,120.71,27.768,51.992,117.947,46.396,,57.93,,69.625,,,146.906,487.617,246.189,58.826,63.604,,57.222,99.533,,111.63,34.676,7.77,,
2017-10-27,,132.297,28.54,,,,79.5,270.79,72.572,92.606,30.565,66.037,,124.496,,669.1,1063.672,66.609,369.062,477.212,107.47,,65.725,454.188,,18.262,174.003,111.976,,515.035,90.57,404.068,97.474,116.932,,,,120.536,,1739.054,,431.877,256.48,,,,253.996,307.54,135.274,,49.17,,35.88,,100.097,166.598,157.808,220.349,120.48,74.9,66.301,203.191,3856.51,1011.726,1946.946,189.652,4659.468,201.45,478.008,182.165,200.326,190.47,1409.318,89.719,120.43,654.72,283.856,6.69,26.687,,108.493,31.385,29.43,13.643,10.575,59.17,88.85,339.21,1076.938,132.176,22.52,94.899,9.55,29.585,1799.197,118.373,135.776,86.45,65.093,97.102,309.623,131.775,351.451,683.757,432.681,22.17,17.964,14.38,41.47,225.559,23.55,731.976,352.238,543.368,11.632,450.88,,128.822,31.068,52.835,123.057,46.115,,56.53,,70.699,,,140.339,478.171,231.926,60.476,64.524,,57.014,104.919,,107.55,34.833,7.83,,
2017-10-31,,,,,,,,326.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,,150.32,33.37,,,,89.36,,78.729,109.145,33.161,68.054,,132.696,,722.2,1134.472,68.224,370.252,469.652,111.38,,64.845,447.155,,17.794,173.841,121.048,,525.235,97.07,432.169,92.506,125.578,,,,137.586,,1898.058,,446.8,246.64,,,,266.492,305.343,136.234,,48.16,,34.25,,92.876,155.615,153.093,210.311,116.236,87.5,60.995,190.379,3797.644,1016.445,1899.073,189.436,4480.875,201.188,484.849,193.765,210.16,189.423,1512.254,93.197,118.86,630.4,263.963,6.66,25.235,,97.415,30.665,29.28,14.109,10.765,56.125,86.3,352.241,987.893,126.017,21.41,89.911,8.98,27.456,1773.606,114.334,136.816,84.06,63.572,94.663,305.911,129.459,326.108,693.131,495.507,21.5,17.654,13.97,38.83,216.77,23.63,725.622,338.077,565.347,12.292,481.24,,120.034,34.473,52.039,120.895,,,53.49,,68.322,,,140.417,498.834,236.349,61.301,57.924,41.15,53.582,98.926,,97.47,34.816,8.0,,
2017-11-10,,167.937,43.42,,,,92.8,,82.03,115.819,34.864,72.672,,142.646,,786.64,1171.672,80.103,386.327,484.34,110.97,,68.245,456.628,,17.391,212.937,136.276,,513.655,91.89,439.636,119.094,139.636,,,,137.136,,1886.794,,454.805,269.84,,,,294.853,296.091,141.814,,52.7,,34.69,,94.93,161.879,154.209,211.052,118.599,92.33,61.912,201.025,4015.889,1103.467,1986.941,203.188,4834.379,211.5,543.254,192.525,229.828,196.69,1584.369,93.962,127.7,629.6,273.357,6.66,25.332,,96.173,31.665,30.32,14.009,10.835,55.726,85.85,346.91,1015.233,130.996,20.99,90.222,9.1,28.287,1910.594,114.373,147.696,88.596,62.666,98.253,306.653,129.888,358.767,741.802,506.523,22.37,17.904,14.15,38.74,225.673,24.15,763.998,362.954,642.876,11.862,488.08,,135.447,39.138,50.963,123.45,43.418,,55.05,,72.346,,,155.935,523.04,259.899,66.507,61.204,66.29,54.726,109.016,,94.35,35.779,7.92,,
2017-11-17,,159.027,36.78,,,,85.57,,74.802,106.679,31.89,60.691,,130.596,,737.5,1144.472,72.358,374.569,469.436,105.25,,64.185,420.6,,17.677,209.319,129.083,,415.975,76.36,373.06,124.706,121.42,,,,110.846,,1787.253,,428.912,267.04,,,,302.434,303.377,140.794,,47.09,,36.4,,88.923,149.695,147.415,216.756,118.294,80.19,57.811,194.71,4085.11,1107.075,2026.936,193.792,4860.155,212.438,544.832,213.365,237.484,185.143,1594.844,83.756,118.06,607.2,251.805,6.645,24.21,,87.864,31.745,32.09,13.859,10.565,53.979,95.87,405.549,1079.948,112.257,18.83,85.858,8.4,27.679,2043.065,123.343,158.456,88.232,63.993,95.307,305.169,131.174,339.433,684.013,582.86,21.65,17.714,13.51,38.83,230.067,23.78,731.214,370.226,624.396,11.582,405.28,,121.724,37.143,49.793,128.069,40.958,,52.49,,71.695,,,162.111,470.692,247.295,65.808,59.964,77.68,52.022,106.74,,85.71,36.374,7.73,,
2017-11-24,,188.997,36.17,,,,96.68,,75.427,105.422,35.756,71.902,,134.496,,696.1,1064.072,73.902,379.034,457.988,129.8,,71.295,403.662,,16.767,195.441,114.957,,452.935,86.85,383.89,120.382,125.116,,,,100.736,,1722.29,,401.437,257.84,,,,292.185,291.696,134.974,,45.06,,32.19,,88.176,149.438,154.665,216.927,116.973,70.87,56.316,195.432,3746.262,1018.249,1935.432,187.924,4819.65,214.125,529.047,204.685,218.08,165.805,1497.146,81.768,112.5,585.6,267.462,6.855,25.686,,94.836,33.705,31.77,14.159,10.845,57.074,97.22,465.61,1038.812,119.792,20.81,88.352,8.63,29.22,2250.805,126.1,157.156,91.107,65.611,96.826,302.57,133.833,356.677,643.561,549.21,21.63,17.944,13.5,38.53,222.534,20.95,696.65,360.275,591.372,12.612,414.28,,121.048,38.343,48.904,128.856,42.231,27.217,50.53,,70.699,,,134.828,453.177,233.806,65.808,59.444,57.16,51.71,101.885,,103.11,36.234,7.68,,
2017-12-01,,206.453,36.47,,,,102.0,,79.799,104.454,38.406,78.142,,133.996,,696.1,994.472,80.792,355.517,420.188,110.86,,63.945,410.408,,16.403,181.995,108.93,,440.515,86.3,348.094,108.146,133.564,,,,106.606,,1744.555,,399.856,247.04,,,,281.655,297.941,143.074,,52.43,,31.33,,88.269,151.754,160.495,208.657,118.574,73.38,58.294,201.567,3702.985,974.392,1859.684,183.028,4462.463,200.925,494.057,192.045,221.05,160.971,1413.548,84.214,112.95,607.36,270.41,7.02,27.004,,97.415,34.525,31.72,13.893,10.605,57.723,103.1,478.048,1037.307,118.875,22.01,88.664,8.84,28.652,2015.969,120.353,144.116,90.824,64.284,94.571,302.199,132.289,374.966,629.564,596.544,21.35,17.794,13.16,38.59,216.941,20.7,698.683,384.387,564.035,12.582,408.88,,117.871,42.153,49.418,131.116,41.152,27.417,50.81,,71.082,,,135.649,450.816,237.786,72.22,66.524,56.08,55.87,102.492,,97.17,35.569,7.56,,
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.029,,,,,,,,,,
2017-12-08,,197.138,39.35,,,,92.53,,79.799,110.209,37.135,82.614,,138.946,,708.7,1022.472,75.827,387.964,403.772,105.68,,60.345,405.959,,16.052,184.695,111.782,,417.355,81.1,339.943,103.638,125.446,,,,95.616,,1727.267,,427.923,250.0,,,,286.429,316.098,146.914,,51.56,,31.79,,90.541,152.612,154.563,214.703,121.395,68.02,59.837,206.078,3730.73,1010.477,1899.073,184.216,4467.987,200.363,507.211,216.045,222.436,168.422,1427.447,83.373,112.47,593.6,256.779,6.9,25.198,,91.398,33.005,30.59,13.909,10.505,55.826,99.23,472.362,,113.109,20.51,87.105,8.69,26.503,2029.517,120.004,150.896,89.082,63.669,94.018,300.9,132.461,361.641,589.497,525.629,21.51,17.854,12.86,40.06,218.768,20.32,663.865,367.547,583.171,12.292,385.96,,127.065,40.398,49.091,131.706,40.16,30.097,49.01,,68.706,,,126.62,430.743,235.243,,65.564,53.03,57.638,107.195,,88.41,35.656,7.7,,
2017-12-12,,,,,,,,,,,,,,,,,,74.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,,211.88,39.1,,,,90.7,,79.621,101.456,38.298,78.954,,138.246,,704.2,952.072,,365.638,392.108,105.74,,63.345,418.303,,16.104,192.849,114.957,,427.375,84.99,333.217,109.802,134.554,,,,102.336,,1782.8,,446.701,262.0,,,,284.182,344.2,158.194,,50.42,,33.33,,91.133,155.701,172.968,218.809,123.936,67.94,57.184,206.98,3879.922,1080.566,2028.754,194.8,4598.71,212.625,525.364,216.605,228.046,184.773,1514.067,85.17,119.1,565.44,252.726,7.08,25.442,,91.398,33.425,30.52,13.743,10.315,54.178,94.64,471.533,,116.516,20.6,86.169,8.7,25.428,1973.819,118.217,148.676,86.814,62.893,91.349,286.608,129.802,344.136,622.372,531.653,20.3,17.054,12.33,39.82,218.026,20.87,693.854,360.658,597.605,12.172,384.28,,129.093,43.113,49.372,139.273,39.599,33.247,48.93,,72.845,,,130.333,464.395,245.415,80.599,65.644,53.49,57.014,110.836,,83.79,35.446,7.48,,3.12
2017-12-22,,200.256,43.63,,,,91.09,,77.212,100.441,37.757,72.963,,148.446,,740.56,952.872,80.175,357.303,386.924,101.14,,62.795,428.781,,15.948,212.235,127.139,,426.175,81.83,,125.81,147.424,,,,107.606,,1879.197,,483.367,271.52,,,,278.145,357.5,156.154,,50.03,,32.58,,89.421,158.103,170.99,224.057,123.148,64.21,55.158,203.732,4043.859,1186.463,2126.923,199.372,4779.144,223.425,545.622,222.365,236.296,183.88,1536.628,91.209,121.0,606.24,257.331,7.35,26.467,,88.533,35.165,31.85,13.909,10.535,57.773,98.93,506.005,,112.978,20.03,88.664,8.87,26.32,2094.248,122.994,155.956,87.786,62.957,90.336,279.555,129.802,340.478,626.995,536.473,19.99,16.864,11.9,38.44,220.765,20.81,685.213,355.682,609.853,12.672,372.88,,137.813,42.723,48.529,139.863,38.649,30.667,46.97,,74.224,,,131.036,465.772,238.892,79.583,66.284,52.04,54.622,124.87,,83.07,35.498,7.46,,5.03
